product_id,quantity,unit_price
P016,8,112.35
P022,16,229.6
P015,3,302.6
P001,8,441.67
P009,20,316.17
P007,2,96.5
P002,12,23.18
P002,19,419.82
P010,11,460.59
P002,4,211.39
P006,6,337.68
P020,20,288.28
P018,6,483.32
P024,19,183.29
P002,3,385.41
P011,12,449.28
P003,14,422.44
P003,10,238.05
P004,9,167.96
P014,17,108.87
P007,20,33.8
P019,17,493.66
P016,20,467.28
P023,10,216.39
P011,9,265.07
P020,12,463.92
P020,19,250.72
P024,16,248.79
P006,20,120.2
P010,7,5.78
P001,15,314.6
P004,7,400.78
P014,14,27.52
P012,18,403.99
P007,1,322.11
P023,10,130.94
P003,10,153.64
P018,11,384.68
P004,11,173.97
P024,19,309.92
P001,6,101.04
P011,16,458.5
P002,5,243.34
P021,15,446.57
P018,11,233.92
P014,2,418.38
P010,19,363.86
P011,18,270.26
P007,19,344.32
P012,3,484.96
P009,1,172.88
P013,18,421.99
P019,20,197.84
P020,4,432.97
P025,10,354.11
P011,2,139.39
P003,16,439.14
P012,15,415.58
P010,7,264.92
P006,4,190.24
P002,7,457.11
P015,17,17.34
P016,17,81.27
P011,16,367.56
P017,10,388.89
P005,4,411.96
P017,5,106.57
P002,15,196.86
P017,4,7.03
P002,20,436.58
P011,15,445.15
P004,17,384.26
P024,10,16.13
P025,10,321.23
P007,11,104.27
P010,9,268.48
P025,15,337.21
P009,5,82.96
P004,1,479.36
P018,17,55.68
P018,12,276.94
P009,5,471.92
P010,19,126.19
P003,10,308.57
P011,18,224.61
P005,1,238.01
P022,2,57.43
P002,3,216.1
P006,20,446.18
P021,15,310.08
P010,11,409.63
P023,18,43.88
P025,15,286.06
P003,15,53.15
P010,15,237.92
P008,5,431.24
P020,9,456.87
P013,6,351.31
P022,11,395.45
P011,15,246.32
P003,16,60.88
P016,15,423.65
P010,12,304.2
P005,17,55.95
P023,4,166.31
P021,3,397.25
P018,15,203.4
P014,8,312.33
P018,6,487.08
P013,3,173.65
P023,19,218.42
P014,19,394.73
P018,8,90.68
P022,3,370.99
P023,19,419.19
P004,19,300.06
P011,18,53.34
P015,6,157.48
P013,3,301.14
P022,20,386.81
P013,11,249.68
P022,2,49.81
P005,19,452.11
P021,1,379.75
P022,5,229.22
P010,13,309.71
P015,7,106.8
P011,10,287.29
P022,10,459.66
P014,12,495.19
P019,1,307.69
P017,13,424.58
P010,2,187.77
P018,2,5.42
P018,12,59.3
P010,1,121.44
P023,19,200.16
P011,13,205.99
P014,18,109.55
P006,16,73.84
P018,13,422.45
P012,14,81.36
P022,5,71.47
P003,1,76.28
P016,14,487.61
P005,3,72.92
P014,15,447.32
P023,20,465.5
P020,6,229.93
P014,18,410.94
P013,12,116.74
P014,20,8.68
P016,8,357.5
P009,14,463.65
P019,12,21.56
P002,19,244.22
P012,4,292.23
P023,3,75.33
