product_id,quantity,unit_price
P025,5,280.06
P022,15,31.34
P005,2,118.78
P002,16,133.81
P023,15,221.03
P016,2,223.55
P023,18,245.17
P016,4,423.69
P005,4,178.05
P007,10,94.42
P006,17,412.17
P019,19,110.14
P001,17,384.59
P006,14,460.6
P008,16,340.07
P011,1,145.72
P022,4,200.11
P019,4,419.3
P005,1,45.13
P023,16,229.76
P009,20,330.71
P011,2,329.81
P015,11,473.97
P024,19,69.01
P002,10,164.97
P002,3,275.84
P020,13,50.81
P009,6,123.84
P025,13,49.15
P007,6,197.31
P013,10,325.35
P021,5,64.7
P016,14,369.27
P010,20,69.99
P022,4,416.87
P017,7,247.36
P013,16,137.9
P020,14,49.66
P014,12,308.86
P014,14,51.01
P017,11,486.77
P022,8,325.57
P023,5,465.68
P017,17,46.57
P015,14,44.2
P016,10,78.56
P005,10,421.56
P017,14,151.26
P002,18,42.88
P002,17,58.28
P014,14,51.77
P022,19,407.35
P012,9,294.86
P025,17,13.05
P024,15,93.88
P006,13,27.4
P014,10,160.4
P024,15,379.89
P015,20,404.88
P011,6,109.48
P003,20,133.36
P022,4,219.73
P001,1,200.49
P001,6,329.62
P015,13,435.05
P024,20,364.33
P010,20,407.5
P020,12,346.88
P023,13,403.3
P003,5,71.88
P007,4,408.9
P023,7,430.21
P007,16,326.07
P021,8,220.72
P021,18,99.5
P010,15,78.34
P014,1,62.65
P005,15,482.11
P016,1,430.6
P019,8,104.66
P019,13,30.21
P001,4,317.05
P023,14,489.85
P016,19,299.94
P018,10,23.32
P013,16,259.11
P024,20,467.96
P016,8,358.57
P017,1,213.89
P011,18,36.44
P021,14,445.12
P004,16,313.23
P021,12,226.92
P014,1,84.86
P024,7,237.27
P015,8,256.28
P019,11,461.26
P023,15,69.92
P010,13,480.1
P022,12,399.01
P006,20,107.57
P023,3,335.19
P005,6,103.74
P020,16,54.95
P014,16,155.31
P007,18,28.29
P001,12,441.05
P012,6,91.48
P017,2,404.37
P011,14,61.41
P008,4,283.18
P016,9,496.86
P012,2,386.2
P018,9,448.68
P023,17,304.12
P004,2,463.68
P015,15,481.51
P025,4,487.46
P020,20,392.17
P004,18,25.77
P004,6,316.81
P007,12,82.73
P010,15,382.17
P016,4,81.38
P012,11,410.48
P004,7,222.36
P014,1,126.43
P016,11,146.95
P006,3,136.68
P023,14,183.52
P022,8,80.05
P025,17,213.75
P008,5,401.88
P014,14,449.54
P017,12,472.15
P015,5,386.23
P023,17,472.1
P003,11,160.83
P025,6,219.87
P013,2,331.79
P021,5,451.74
P002,17,486.47
P014,13,443.46
P023,18,437.41
P024,11,455.07
P001,9,450.6
P020,5,351.65
P015,7,444.35
P020,20,327.76
P023,12,444.4
P021,13,388.82
