product_id,quantity,unit_price
P009,8,279.89
P013,7,77.19
P024,5,239.13
P001,6,213.65
P005,17,269.32
P011,16,153.52
P018,19,28.62
P004,6,34.72
P009,16,420.29
P004,15,373.57
P009,12,183.35
P018,9,175.35
P014,4,178.79
P022,20,103.48
P019,18,91.4
P025,10,180.78
P022,17,246.31
P024,15,445.37
P013,20,146.83
P021,5,434.79
P021,11,213.8
P020,19,205.36
P003,3,85.19
P008,11,161.85
P010,9,304.67
P013,9,444.41
P025,12,375.21
P017,15,209.92
P006,1,66.89
P008,9,470.52
P023,3,109.23
P013,4,52.3
P016,18,31.64
P025,13,264.37
P003,4,134.91
P005,3,329.14
P013,10,118.53
P024,10,224.36
P005,5,265.74
P006,1,22.4
P012,11,432.8
P015,18,467.75
P018,15,71.88
P023,18,92.63
P020,15,317.37
P021,19,220.31
P021,18,158.28
P012,16,272.14
P003,15,157.39
P014,9,82.08
P001,1,264.04
P025,5,175.22
P016,18,9.12
P016,16,153.31
P025,14,399.99
P020,8,399.4
P018,12,98.34
P018,14,200.4
P006,13,415.07
P008,9,44.21
P021,8,260.72
P020,9,145.92
P024,18,405.36
P014,7,427.47
P006,5,148.35
P021,15,310.78
P009,20,248.54
P011,1,80.31
P018,1,97.04
P004,10,138.25
P023,15,364.92
P008,3,79.59
P016,7,174.25
P010,16,498.99
P015,2,168.47
P025,5,32.74
P025,13,40.34
P016,6,100.14
P009,13,414.98
P004,8,195.47
P015,8,370.12
P002,7,233.11
P025,4,262.96
P007,16,197.62
P010,11,83.51
P024,2,373.64
P018,17,65.46
P016,10,103.37
P002,7,486.77
P008,14,165.63
P006,9,294.42
P013,8,9.42
P002,19,392.82
P016,20,81.72
P025,3,128.12
P016,3,344.54
P011,2,34.59
P021,5,352.16
P004,5,246.48
P011,18,395.34
P025,12,403.74
P015,7,15.57
P013,12,363.58
P009,2,245.22
P015,18,150.88
P023,16,98.94
P006,18,177.09
P024,15,141.29
P020,18,84.37
P017,5,227.45
P009,18,186.72
P001,17,192.63
P006,1,311.77
P012,20,123.2
P024,3,330.85
P018,13,98.99
P022,16,384.04
P005,20,145.15
P014,11,59.68
P017,3,26.67
P005,6,437.38
P007,4,245.26
P004,2,287.65
P013,16,265.28
P023,19,131.69
P012,8,304.95
P003,1,465.45
P007,16,464.56
P003,15,401.5
P002,12,281.22
P014,12,398.15
P002,20,136.58
P002,3,418.06
P003,7,480.49
P004,4,363.96
P018,13,98.78
P017,8,287.16
P006,18,375.85
P014,4,384.31
P019,12,338.87
P023,14,442.0
P006,6,277.23
P017,11,330.48
P018,20,224.29
P012,11,277.29
P011,12,209.11
P021,14,413.95
P011,20,124.16
P018,7,190.66
P018,9,183.2
P015,15,480.11
P001,2,491.56
P020,1,261.22
P010,1,153.67
P008,7,428.58
P001,9,459.96
P017,18,287.48
P019,5,51.67
P015,12,82.27
P009,12,445.36
P008,8,131.84
P010,3,287.39
P019,7,368.46
P024,11,397.49
P006,16,413.72
P023,19,410.66
