product_id,quantity,unit_price
P025,7,367.57
P018,8,79.53
P014,1,120.33
P012,1,475.74
P001,13,425.26
P024,10,56.45
P017,8,212.81
P002,5,357.27
P003,2,461.03
P017,14,351.92
P012,15,487.4
P003,19,52.31
P005,13,42.04
P019,2,220.32
P005,8,149.38
P011,13,351.86
P024,11,162.44
P009,8,41.97
P007,5,391.07
P019,4,81.93
P006,15,235.7
P014,4,270.28
P025,7,228.7
P015,9,426.98
P003,6,404.76
P010,20,24.96
P011,5,50.15
P008,12,201.14
P002,10,133.78
P006,1,476.29
P015,18,375.3
P008,4,233.71
P005,4,10.92
P025,8,69.7
P013,12,344.71
P021,3,293.25
P009,3,15.79
P003,7,451.74
P015,5,50.53
P011,4,26.13
P015,2,88.15
P019,14,411.73
P013,16,19.59
P022,14,90.54
P007,6,141.12
P015,5,22.15
P020,20,126.66
P010,16,208.94
P018,16,35.18
P009,13,72.93
P007,17,128.33
P018,1,494.75
P023,12,242.44
P016,12,456.78
P017,11,197.25
P006,1,162.84
P008,1,448.4
P025,9,34.0
P016,17,181.93
P019,8,487.12
P004,8,330.15
P009,18,409.06
P024,2,383.2
P008,19,424.02
P013,12,467.93
P006,6,122.09
P011,12,457.42
P001,12,474.04
P019,5,283.74
P007,16,273.35
P006,16,23.79
P002,8,302.82
P001,17,241.6
P011,20,104.72
P005,11,359.88
P011,2,15.85
P019,5,388.31
P017,12,480.48
P012,13,295.08
P011,10,164.69
P006,14,396.96
P016,11,91.23
P018,20,394.56
P008,19,408.15
P013,10,368.33
P010,5,92.97
P001,19,198.84
P025,19,21.03
P020,11,460.91
P020,8,321.63
P004,16,74.62
P024,3,122.81
P011,6,319.91
P003,11,226.08
P009,7,128.52
P003,12,132.05
P004,1,28.83
P015,14,484.71
P014,16,441.48
P012,18,190.8
P016,19,327.23
P022,8,85.51
P003,2,150.98
P011,9,476.07
P003,11,89.2
P013,6,367.33
P018,3,172.29
P020,16,353.73
P014,6,305.62
P014,6,31.51
P011,7,487.33
P014,18,362.41
P024,18,136.31
P010,10,122.59
P002,13,288.03
P016,5,31.98
P001,14,48.38
P022,20,242.76
P004,1,107.44
P021,10,488.64
P016,4,157.63
P013,16,247.1
P022,9,50.11
P018,13,96.52
P013,12,97.36
P002,9,222.67
P009,8,419.35
P019,2,79.81
P023,4,47.43
P012,18,209.92
P025,19,117.62
P002,13,410.11
P014,18,345.1
P016,19,441.42
P016,10,44.08
P023,2,253.54
P017,19,340.38
P020,5,64.54
P025,15,90.58
P006,7,405.19
P005,2,214.57
P022,14,104.95
P021,5,417.88
P009,11,455.85
P003,3,197.11
P013,18,166.43
P009,17,231.79
P001,20,295.85
P014,4,210.15
P005,19,296.03
P025,4,462.84
P019,4,393.94
P018,12,439.56
P009,13,329.12
P019,20,239.16
P006,9,204.47
P020,20,342.0
P013,2,200.92
P011,8,29.4
P016,9,449.03
P001,11,409.61
P010,10,143.77
P016,4,486.39
P008,5,153.74
P024,15,388.15
P011,9,365.76
P020,3,98.03
P007,14,371.77
P025,17,434.26
