product_id,quantity,unit_price
P010,3,23.3
P011,13,363.92
P024,5,262.63
P018,10,110.8
P017,18,159.56
P011,6,16.59
P018,19,133.05
P025,10,364.62
P017,4,367.33
P012,9,315.36
P012,4,28.63
P021,4,227.12
P019,1,229.31
P008,19,284.97
P021,18,423.03
P008,12,153.1
P022,19,337.85
P023,13,262.23
P008,4,167.28
P019,7,412.31
P012,15,53.5
P023,14,415.08
P003,3,35.79
P005,16,111.32
P003,12,340.03
P013,19,281.69
P025,13,436.65
P019,16,320.05
P015,16,367.2
P014,6,76.45
P005,16,357.02
P005,17,432.32
P004,7,230.44
P002,6,472.31
P012,4,302.79
P014,4,64.83
P019,10,24.94
P005,4,188.88
P012,10,150.52
P001,5,75.36
P019,14,29.08
P010,10,111.71
P024,16,6.03
P018,12,38.44
P002,14,243.18
P010,19,228.93
P011,13,240.24
P024,20,70.74
P005,17,320.05
P025,15,335.27
P005,11,49.21
P020,20,207.77
P008,13,172.8
P002,15,369.28
P021,3,433.65
P023,1,288.14
P025,10,282.72
P004,18,47.15
P020,18,290.54
P002,19,263.27
P025,16,253.81
P001,4,330.84
P018,6,481.38
P009,7,126.42
P023,19,224.89
P018,20,163.61
P019,2,248.28
P001,11,221.32
P014,1,430.53
P011,13,132.3
P004,4,273.18
P010,5,95.42
P025,3,81.34
P014,6,34.16
P011,6,18.45
P002,10,198.02
P011,5,209.35
P011,9,190.88
P004,2,105.27
P025,20,295.08
P016,17,377.43
P013,4,138.3
P011,15,278.79
P003,16,19.31
P021,8,457.3
P001,9,279.27
P019,4,126.93
P018,5,155.78
P014,15,46.53
P021,17,105.71
P005,12,272.52
P006,8,271.08
P014,18,228.61
P001,15,480.75
P020,10,328.26
P006,1,34.79
P016,9,300.94
P022,13,499.62
P021,7,294.65
P017,10,27.51
P024,18,283.73
P010,3,200.68
P004,5,363.91
P009,14,109.37
P017,11,442.55
P011,9,489.92
P023,15,140.14
P022,11,174.11
P015,20,167.59
P023,5,324.99
P001,20,240.88
P001,6,209.52
P023,16,382.42
P018,3,394.72
P021,3,271.63
P022,15,337.76
P012,13,414.6
P012,13,92.71
P025,1,66.76
P012,7,225.07
P008,1,380.42
P022,12,99.8
P020,10,405.17
P008,8,490.16
P012,2,143.97
P023,20,108.5
P007,13,59.92
P009,19,252.66
P006,18,100.92
P024,19,337.73
P020,19,91.89
P019,5,374.26
P005,9,467.11
P008,17,365.8
P009,7,424.6
P001,18,309.16
P022,18,442.14
P001,14,322.28
P021,2,427.66
P011,14,422.95
P014,9,65.25
P017,15,250.31
P017,2,442.48
P008,2,142.58
P014,18,227.19
P001,13,101.33
P003,19,404.8
P024,8,489.16
P014,3,458.91
P007,6,167.97
P003,4,18.8
P014,1,298.3
P021,11,421.05
P008,4,239.42
P011,2,411.71
P017,8,472.06
P025,20,311.69
P025,4,314.55
P019,4,47.34
P002,2,191.81
P023,3,392.41
P002,15,32.12
P020,14,37.57
P022,2,281.83
P010,13,203.83
P020,14,120.39
P020,20,10.25
P013,15,398.61
P020,20,55.13
P021,1,229.77
P011,19,100.28
P004,1,299.61
P003,19,395.76
P007,19,67.36
P017,9,180.92
P016,20,225.09
