product_id,quantity,unit_price
P025,10,353.93
P023,16,161.94
P012,18,467.18
P024,9,147.46
P019,18,192.95
P013,12,477.53
P005,10,25.82
P023,3,176.45
P015,9,374.93
P007,7,414.84
P009,18,349.6
P005,4,309.76
P019,8,125.02
P022,17,116.71
P008,2,54.6
P011,16,54.77
P025,5,7.56
P018,6,206.42
P016,16,327.02
P025,10,163.98
P021,2,454.43
P003,19,119.95
P024,2,457.05
P006,14,441.71
P006,2,498.6
P013,16,97.22
P024,10,438.99
P001,10,286.14
P004,11,145.86
P021,18,264.54
P005,17,236.67
P007,4,168.69
P024,15,325.9
P023,6,11.97
P011,10,286.05
P025,7,91.87
P021,13,414.36
P017,11,47.94
P022,4,96.47
P005,16,165.18
P008,1,134.09
P008,15,378.11
P011,10,293.32
P019,1,134.47
P012,8,35.75
P004,15,156.87
P013,17,461.94
P023,10,346.69
P021,10,186.93
P008,8,478.89
P016,5,230.21
P020,12,210.84
P018,16,379.89
P022,7,382.12
P022,20,437.2
P003,17,226.14
P023,12,43.66
P019,4,35.57
P018,17,105.07
P018,5,86.45
P017,15,62.54
P007,19,246.97
P017,15,405.3
P015,5,259.06
P015,19,33.58
P015,10,363.02
P013,9,409.14
P024,7,291.26
P002,14,175.54
P003,18,497.09
P003,16,20.71
P014,6,385.64
P025,14,190.36
P013,15,435.46
P013,13,44.72
P022,18,70.83
P012,4,93.34
P018,13,266.78
P024,8,418.24
P025,1,489.35
P015,18,214.94
P013,8,127.52
P012,5,141.45
P024,4,20.95
P022,14,309.39
P001,8,107.01
P004,20,21.62
P020,2,126.14
P002,13,222.29
P018,7,378.42
P025,2,74.37
P010,8,408.81
P024,19,162.86
P020,11,122.27
P005,17,114.42
P010,9,35.17
P019,6,314.87
P014,18,250.33
P012,13,393.97
P011,14,207.09
P010,13,96.02
P018,16,124.28
P008,10,429.48
P005,15,457.8
P018,14,484.05
P018,17,71.38
P008,9,105.65
P021,3,461.5
P012,3,270.14
P007,2,137.89
P022,20,303.45
P003,7,403.3
P019,18,112.42
P007,11,155.08
P001,7,468.89
P024,4,374.71
P025,16,457.65
P023,20,353.37
P013,8,278.28
P025,10,193.43
P018,12,157.67
P012,17,441.99
P015,4,402.39
P024,16,382.01
P011,7,188.5
P014,2,283.45
P008,5,13.03
P018,19,291.68
P014,10,80.44
P011,8,193.02
P008,16,277.57
P022,11,132.38
P016,16,233.11
P024,12,88.79
P024,18,246.72
P018,2,264.35
P003,2,383.35
P014,5,422.06
P008,3,355.05
