product_id,quantity,unit_price
P007,17,230.72
P002,20,320.68
P020,16,331.35
P001,1,268.45
P014,1,13.28
P024,9,270.19
P010,1,253.6
P023,14,404.05
P006,4,459.43
P017,5,124.28
P020,17,129.95
P012,9,398.49
P003,12,479.85
P015,19,125.39
P023,8,153.49
P003,2,51.28
P013,13,278.59
P002,1,352.91
P003,16,423.44
P021,11,285.1
P004,17,459.98
P008,7,451.13
P023,19,240.37
P002,3,343.79
P009,18,283.94
P002,6,464.74
P011,1,480.93
P019,5,377.37
P023,13,464.79
P010,6,284.16
P019,13,340.13
P018,11,195.0
P024,5,396.3
P023,3,252.89
P012,2,53.35
P008,3,173.59
P025,20,477.65
P013,11,19.66
P009,15,247.85
P012,18,470.87
P014,6,341.45
P022,13,47.42
P020,10,400.04
P023,3,45.61
P005,13,357.28
P021,5,371.13
P011,12,57.74
P001,10,225.14
P025,9,55.6
P003,6,218.33
P018,18,258.66
P004,1,49.36
P018,3,300.48
P011,13,11.11
P014,13,390.69
P024,18,453.08
P008,19,262.95
P022,13,88.9
P009,10,137.86
P005,3,87.77
P009,14,153.38
P003,12,129.59
P008,16,298.93
P007,15,57.95
P010,1,474.67
P011,20,193.05
P011,15,170.69
P021,20,72.38
P011,20,473.9
P007,16,160.52
P013,11,149.27
P023,16,484.04
P008,11,191.15
P013,12,61.37
P019,7,298.15
P018,6,342.45
P018,1,476.74
P015,7,222.04
P010,3,410.39
P014,16,73.89
P010,8,130.08
P005,14,395.59
P003,15,495.4
P016,19,203.4
P017,14,274.1
P012,18,298.94
P003,4,385.63
P022,12,87.34
P020,2,283.79
P021,13,483.57
P011,14,57.44
P004,9,114.89
P024,17,281.21
P023,19,114.41
P012,13,234.22
P022,19,346.77
P005,12,498.86
P016,4,151.24
P003,4,416.5
P024,5,177.42
P011,15,393.21
P017,16,177.41
P004,15,362.39
P015,11,38.25
P002,4,16.18
P011,4,340.18
P006,8,260.42
P018,6,168.84
P014,15,119.77
P013,6,97.26
P022,14,200.81
P024,20,442.13
P015,19,217.63
P001,7,106.86
P025,3,290.79
P018,6,186.07
P007,15,61.41
P022,16,266.22
P021,11,300.5
P020,13,295.57
