product_id,quantity,unit_price
P005,6,378.45
P002,3,139.69
P022,14,245.4
P015,14,140.22
P025,17,61.34
P014,4,145.21
P022,19,245.88
P022,10,27.48
P013,20,32.12
P007,10,472.94
P025,5,383.26
P010,11,64.39
P016,14,91.97
P013,18,353.32
P017,18,417.51
P012,3,201.55
P024,2,220.93
P015,3,431.74
P019,14,288.83
P023,14,148.31
P013,1,483.27
P006,20,232.75
P023,12,48.62
P004,8,220.66
P013,17,43.93
P010,11,114.68
P025,6,42.81
P021,4,267.65
P007,12,178.79
P021,5,121.95
P005,9,102.65
P020,5,381.31
P021,3,92.69
P025,16,234.66
P019,19,227.21
P019,20,164.99
P021,11,79.72
P003,16,223.89
P010,9,297.75
P012,17,41.72
P015,15,23.62
P012,10,42.98
P003,20,299.07
P013,15,292.26
P024,2,227.62
P019,7,164.16
P016,17,79.68
P002,15,56.23
P011,3,254.75
P006,2,127.63
P015,15,264.41
P020,6,185.13
P010,13,207.34
P011,20,30.92
P021,11,37.63
P004,18,340.8
P010,9,363.25
P022,20,437.27
P011,3,293.46
P005,12,158.56
P021,13,68.83
P023,3,158.24
P013,11,407.53
P022,17,51.26
P022,14,256.7
P001,12,157.89
P007,11,474.1
P016,7,117.14
P005,5,43.2
P004,17,386.58
P024,17,23.69
P011,20,69.87
P013,5,85.31
P023,20,405.48
P006,15,26.63
P012,8,484.95
P020,10,377.43
P015,8,269.34
P010,16,452.47
P007,12,340.76
P019,15,233.53
P010,13,253.94
P014,6,409.36
P020,5,437.14
P002,16,437.69
P018,4,357.14
P017,4,146.11
P025,6,140.03
P017,5,416.37
P003,8,409.27
P012,1,210.37
P013,17,190.11
P013,3,190.58
P001,11,465.76
P023,11,396.73
P005,2,147.01
P016,5,380.63
P016,15,309.6
P003,1,131.68
P005,18,470.41
P020,17,214.51
P025,10,122.63
P004,2,123.03
P021,20,231.27
P004,16,300.39
P001,17,289.65
P023,5,149.18
P001,20,179.64
P019,14,97.72
P022,3,264.12
P012,3,476.93
P018,17,394.27
P017,18,15.07
P016,2,319.66
P012,9,374.92
P012,3,175.68
P024,4,386.89
P024,11,71.04
P012,18,172.58
P021,6,416.04
P022,15,490.51
P016,6,406.69
P003,15,23.31
