product_id,quantity,unit_price
P001,14,490.19
P002,16,368.07
P017,2,215.72
P013,16,405.81
P023,4,228.96
P008,3,281.45
P001,14,475.22
P005,12,151.42
P021,3,12.89
P022,10,85.09
P015,19,374.91
P001,15,234.56
P005,13,96.55
P012,15,353.43
P001,3,195.52
P023,11,267.81
P010,14,377.68
P023,20,273.51
P007,3,312.13
P011,2,259.79
P022,12,444.55
P004,13,185.97
P020,2,185.96
P006,18,353.91
P018,7,73.51
P011,8,272.12
P021,16,370.0
P025,19,436.21
P023,7,377.82
P025,8,163.63
P009,17,341.71
P009,2,36.37
P012,15,245.68
P017,4,237.73
P018,18,450.23
P015,20,187.23
P022,3,98.24
P015,3,44.68
P006,10,479.34
P003,4,86.56
P004,5,250.68
P007,17,476.29
P001,10,211.19
P022,18,466.2
P016,12,212.96
P024,1,149.3
P003,1,436.54
P008,17,324.11
P014,19,174.68
P021,11,245.64
P022,17,421.74
P015,15,155.52
P005,10,90.01
P009,8,244.7
P010,2,78.43
P010,15,478.33
P020,6,357.35
P010,6,486.74
P023,5,84.82
P004,2,496.92
P019,5,223.24
P012,6,106.55
P023,2,334.45
P012,5,189.59
P018,6,269.15
P004,1,205.26
P016,5,474.16
P011,5,7.13
P024,18,487.92
P011,10,239.59
P010,19,335.11
P019,15,172.65
P004,16,450.59
P005,18,62.85
P001,13,310.67
P008,15,181.91
P011,2,306.03
P007,19,265.58
P025,9,101.88
P003,18,425.48
P022,3,488.04
P013,7,247.78
P020,20,258.22
P002,12,201.79
P023,14,187.97
P012,1,145.9
P012,10,488.87
P018,3,111.77
P015,14,402.82
P010,6,403.81
P014,14,74.09
P019,20,47.61
P007,10,239.93
P017,11,37.73
P019,13,48.78
P014,9,210.18
P018,15,356.57
P025,5,103.63
P013,10,279.16
P002,10,418.12
P010,16,281.84
P015,8,18.29
P001,5,135.03
P021,16,66.47
P022,10,211.49
P016,8,19.08
P025,9,249.06
P003,20,374.05
P019,16,284.96
P009,16,487.26
P004,12,258.7
P019,1,423.41
P006,19,33.96
P011,15,439.77
P005,12,85.84
P009,12,212.66
P012,2,148.48
P017,3,259.36
P025,6,383.52
P020,6,274.14
P011,10,139.37
P023,12,52.44
P019,12,412.54
P001,5,261.49
P012,16,208.94
P006,4,112.85
P017,8,416.63
P018,20,346.38
P017,18,357.71
P023,4,211.59
P003,4,410.33
P001,16,177.36
P023,12,73.81
P015,20,263.94
P011,6,356.4
P001,4,115.07
P023,5,345.58
P010,5,108.87
P003,14,346.95
P004,3,14.31
P016,14,26.05
P004,2,397.56
P017,19,34.34
P004,9,26.42
P010,1,378.5
P004,20,106.67
P007,6,336.95
P001,3,77.05
P024,9,474.65
P012,12,84.48
P017,20,124.7
P019,3,54.06
P019,1,266.78
P023,7,482.31
P006,18,7.14
P024,4,462.49
P017,16,186.4
P019,6,222.63
P004,6,418.2
P013,14,111.07
P008,14,60.86
P011,4,235.62
P017,5,250.43
P012,10,280.78
P002,3,167.42
P004,13,145.39
P020,10,345.09
P015,8,279.19
P010,14,98.45
P003,16,469.85
P012,6,11.33
P022,16,337.69
P013,15,263.72
P022,3,64.01
P013,13,349.04
P004,6,37.03
P007,11,104.13
