product_id,quantity,unit_price
P004,1,372.07
P008,8,74.07
P004,18,48.03
P014,2,19.75
P007,8,255.15
P001,18,103.42
P021,18,212.66
P015,19,142.7
P001,6,350.58
P011,9,81.96
P025,11,55.59
P013,4,182.69
P012,20,135.94
P002,15,270.43
P013,3,278.26
P021,20,443.3
P012,19,100.18
P003,2,332.33
P025,10,492.68
P008,4,193.16
P015,12,85.51
P012,7,336.74
P023,3,306.52
P006,18,365.92
P006,15,192.83
P021,18,113.71
P011,2,118.38
P002,11,203.58
P003,7,457.0
P019,11,110.25
P016,13,442.92
P021,15,75.72
P005,8,373.77
P018,9,374.77
P014,19,202.7
P008,5,257.22
P003,2,431.25
P005,6,397.08
P014,20,36.45
P013,20,498.08
P017,9,485.68
P001,4,342.45
P018,9,385.46
P011,4,150.28
P006,15,6.61
P024,9,486.08
P025,6,256.3
P004,10,421.63
P017,20,103.46
P012,6,271.99
P025,17,459.65
P020,11,246.86
P004,12,439.97
P010,8,33.67
P019,3,47.4
P016,3,489.1
P018,5,68.55
P016,18,86.74
P017,20,214.45
P007,18,378.86
P023,7,357.91
P013,12,221.86
P017,15,64.9
P008,3,172.35
P019,18,118.91
P008,1,40.14
P021,2,118.33
P002,11,40.07
P008,9,336.14
P007,18,70.49
P019,19,238.97
P016,14,99.25
P004,14,180.38
P014,15,432.6
P002,4,35.0
P024,11,401.29
P004,8,99.84
P018,15,74.39
P006,9,234.0
P003,15,404.97
P018,4,30.04
P018,1,484.65
P025,8,87.32
P016,16,110.8
P013,2,86.5
P001,13,136.28
P015,10,214.39
P024,18,332.63
P016,5,99.0
P007,2,291.69
P018,2,375.25
P002,2,294.17
P017,17,82.93
P017,3,426.41
P003,20,38.64
P008,13,64.34
P019,8,291.56
P002,20,45.58
P022,19,284.79
P011,9,106.11
P023,11,123.15
P013,5,337.49
P010,15,161.51
P025,3,9.61
P020,19,498.07
P003,18,110.51
P009,5,466.96
P003,8,187.92
P006,15,417.7
P023,10,307.78
P021,17,8.87
P018,10,466.22
P004,5,135.91
P004,18,81.95
P010,20,109.26
P011,7,345.31
P009,17,246.82
P002,3,318.97
P009,2,6.76
P025,5,320.37
P009,6,371.91
P018,14,282.65
P004,3,472.8
P023,5,275.07
P012,19,278.5
P014,5,25.71
P012,2,449.97
P007,8,335.13
P012,18,442.65
P014,20,375.99
P008,6,488.22
P006,14,17.27
P024,11,392.28
P014,8,137.07
P023,4,194.36
P002,16,115.1
P015,12,156.07
P008,8,16.71
P007,13,167.49
P003,9,178.82
P017,13,341.36
P018,11,469.92
P004,9,93.39
P009,2,58.66
P014,12,365.63
P011,14,305.07
P017,4,195.67
P019,7,131.09
P023,14,5.84
P018,7,185.29
P003,11,313.46
P022,4,361.28
P010,17,158.1
P014,11,204.19
P010,18,68.01
P014,13,340.27
P006,20,286.71
P013,18,417.69
P010,10,109.04
P019,20,329.08
